search_term,page_number,link,pid,lid
shoes for men,1,https://www.flipkart.com/rowlans-lightweight-stylish-casaual-comfortable-durable-sneakers-men/p/itme11773408f575?pid=SHOH7X7YTE3QYVRH&lid=LSTSHOH7X7YTE3QYVRHRYEKOK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_21&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH7X7YTE3QYVRH.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH7X7YTE3QYVRH,LSTSHOH7X7YTE3QYVRHRYEKOK
shoes for men,1,https://www.flipkart.com/roadster-chelsea-boots-men/p/itmb1f69c10c525f?pid=SHOH4ZHCYC5CFYZH&lid=LSTSHOH4ZHCYC5CFYZHK52XWJ&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_22&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH4ZHCYC5CFYZH.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH4ZHCYC5CFYZH,LSTSHOH4ZHCYC5CFYZHK52XWJ
shoes for men,1,https://www.flipkart.com/thirsty-crow-jutis-men/p/itm1a276ddd048b5?pid=SHOH7XZHV4UXAUCH&lid=LSTSHOH7XZHV4UXAUCHEPEHST&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_23&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH7XZHV4UXAUCH.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH7XZHV4UXAUCH,LSTSHOH7XZHV4UXAUCHEPEHST
shoes for men,1,https://www.flipkart.com/asian-casual-sneaker-shoes-women-stylish-comfortable-flora-05-sneakers-men/p/itmb92032fb8fec9?pid=SHOH8YEW377W9D8Q&lid=LSTSHOH8YEW377W9D8QVCD7YL&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_24&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8YEW377W9D8Q.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8YEW377W9D8Q,LSTSHOH8YEW377W9D8QVCD7YL
shoes for men,1,https://www.flipkart.com/asian-casual-sneaker-shoes-women-stylish-comfortable-flora-05-sneakers-men/p/itmcd52acd917438?pid=SHOH8YEWYZSSDXW9&lid=LSTSHOH8YEWYZSSDXW9UWGWEL&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_25&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8YEWYZSSDXW9.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8YEWYZSSDXW9,LSTSHOH8YEWYZSSDXW9UWGWEL
shoes for men,1,https://www.flipkart.com/puma-cricket-classicat-shoes-men/p/itmcba92aa2dab68?pid=SHOHYYH8VXAGTU6Z&lid=LSTSHOHYYH8VXAGTU6ZYEVJBW&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_26&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOHYYH8VXAGTU6Z.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOHYYH8VXAGTU6Z,LSTSHOHYYH8VXAGTU6ZYEVJBW
shoes for men,1,https://www.flipkart.com/calpasino-men-s-sports-sneakers-stylish-shoes-jogging-hiking-daily-activities-casuals-men/p/itm28837c7dc3d63?pid=SHOH8HZ7KYWMYTYF&q=shoes+for+men&store=osp%2Fcil&srno=s_1_27&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8HZ7KYWMYTYF.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8HZ7KYWMYTYF,
shoes for men,1,https://www.flipkart.com/lee-cooper-exclusive-lc-9518-lace-up-men/p/itm6ffcb455601f5?pid=SHOH8GYHSZKWJ3KF&q=shoes+for+men&store=osp%2Fcil&srno=s_1_28&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8GYHSZKWJ3KF.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8GYHSZKWJ3KF,
shoes for men,1,https://www.flipkart.com/thirsty-crow-india-s-traditional-ethnic-sherwani-juti-wedding-wear-party-jutis-men/p/itmc9e5ce66c5f27?pid=SHOH8HW39A77TB6S&q=shoes+for+men&store=osp%2Fcil&srno=s_1_29&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOH8HW39A77TB6S.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOH8HW39A77TB6S,
shoes for men,1,https://www.flipkart.com/delize-ankle-brogue-derby-boots-men/p/itmc46739e1147e5?pid=SHOGAW23Z5DYTXGG&lid=LSTSHOGAW23Z5DYTXGGUYRSPQ&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_30&otracker=search&iid=b97caefe-9cc8-4357-abea-2184c1ade3db.SHOGAW23Z5DYTXGG.SEARCH&ssid=vjgr4w0rrk0000001737018361616&qH=9b802224ae37096b,SHOGAW23Z5DYTXGG,LSTSHOGAW23Z5DYTXGGUYRSPQ
