search_term,page_number,link,pid,lid,title,price
bags for men,1,https://www.flipkart.com/hinex-bags-men-women-backpack-school-bag-college-35-l/p/itm776d589c70452?pid=BKPGTKNEYNZHWFQA&lid=LSTBKPGTKNEYNZHWFQA74LFLY&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_1&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGTKNEYNZHWFQA.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGTKNEYNZHWFQA,LSTBKPGTKNEYNZHWFQA74LFLY,HINEX BAGS  Large 35 L Laptop Backpack men and women backpack for school bag college bag  (Blue),₹379
bags for men,1,https://www.flipkart.com/safari-ashper-pro-35-l-laptop-backpack/p/itm7e83f05ce4338?pid=BKPH3SBH7C8C7B9Z&lid=LSTBKPH3SBH7C8C7B9ZE0UR6Q&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_2&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPH3SBH7C8C7B9Z.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPH3SBH7C8C7B9Z,LSTBKPH3SBH7C8C7B9ZE0UR6Q,SAFARI  Large 35 L Laptop Backpack Ashper Pro  (Black),₹739
bags for men,1,https://www.flipkart.com/provogue-unisex-spacy-rain-cover-reflective-strip-35-l-laptop-backpack/p/itm67c27c7c91a54?pid=BKPFWJHMS8FUQFSW&lid=LSTBKPFWJHMS8FUQFSWYOEOO0&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_3&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFWJHMS8FUQFSW.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFWJHMS8FUQFSW,LSTBKPFWJHMS8FUQFSWYOEOO0,PROVOGUE  Large 35 L Laptop Backpack unisex Spacy with rain cover and reflective strip  (Black),₹479
bags for men,1,https://www.flipkart.com/safari-ashper-cb-6-pockets-30-l-laptop-backpack/p/itm87a9d5a36af02?pid=BKPGH8YN3VRQF7ZH&lid=LSTBKPGH8YN3VRQF7ZHZKUEPP&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_4&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGH8YN3VRQF7ZH.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGH8YN3VRQF7ZH,LSTBKPGH8YN3VRQF7ZHZKUEPP,SAFARI  Medium 30 L Laptop Backpack ASHPER CB With 6 Pockets  (Black),₹579
bags for men,1,https://www.flipkart.com/markway-laptop-backpack-water-resistant-blue-waterproof-school-bag-35-l/p/itm68bbf0d013258?pid=BKPGPPRVJGXJEPFJ&lid=LSTBKPGPPRVJGXJEPFJUBMPWK&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_5&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGPPRVJGXJEPFJ.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGPPRVJGXJEPFJ,LSTBKPGPPRVJGXJEPFJUBMPWK,markway  Large 35 L Laptop Backpack Laptop Backpack Water Resistant Backpack (Blue) Waterproof School Bag  (Grey),₹343
bags for men,1,https://www.flipkart.com/mi-step-out-12-liters-water-repellent-backpack-l/p/itm019a85a6c08e3?pid=BKPFT348KJV2GCKS&lid=LSTBKPFT348KJV2GCKSHSIOHA&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_6&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFT348KJV2GCKS.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFT348KJV2GCKS,LSTBKPFT348KJV2GCKSHSIOHA,Mi  Small 12 L Backpack Step Out 12 liters Water Repellent Backpack  (Black),₹249
bags for men,1,https://www.flipkart.com/gear-vintage-2-leather-without-anti-theft-33-l-laptop-backpack/p/itm08f9e47928814?pid=BKPGSHNPJWHXUMDM&lid=LSTBKPGSHNPJWHXUMDMCJHW1A&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_7&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGSHNPJWHXUMDM.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGSHNPJWHXUMDM,LSTBKPGSHNPJWHXUMDMCJHW1A,Gear  Large 33 L Laptop Backpack Vintage 2 Leather without Anti Theft  (Black),₹679
bags for men,1,https://www.flipkart.com/skybags-brat-21-65-l-backpack/p/itm04aff3ff6fb19?pid=BKPGF764YQBHHGWJ&lid=LSTBKPGF764YQBHHGWJFL8MIF&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_8&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGF764YQBHHGWJ.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGF764YQBHHGWJ,LSTBKPGF764YQBHHGWJFL8MIF,SKYBAGS  21.65 L Backpack BRAT  (Black),₹509
bags for men,1,https://www.flipkart.com/wrogn-ashper-unisex-usb-port-rain-cover-40-l-laptop-backpack/p/itmc8df34df6a276?pid=BKPGMMHFKANMDYEP&lid=LSTBKPGMMHFKANMDYEPW7GKOF&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_9&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGMMHFKANMDYEP.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGMMHFKANMDYEP,LSTBKPGMMHFKANMDYEPW7GKOF,WROGN  Large 40 L Laptop Backpack ASHPER Unisex with USB Port and Rain Cover  (Black),₹549
bags for men,1,https://www.flipkart.com/safari-ashper-cb-6-pockets-30-l-laptop-backpack/p/itm96ea30de5e4bf?pid=BKPGH8YNPHFQKKDZ&lid=LSTBKPGH8YNPHFQKKDZWYTYUL&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_10&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGH8YNPHFQKKDZ.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGH8YNPHFQKKDZ,LSTBKPGH8YNPHFQKKDZWYTYUL,SAFARI  Medium 30 L Laptop Backpack ASHPER CB With 6 Pockets  (Blue),₹579
bags for men,1,https://www.flipkart.com/bluejay-bag-men-women-office-college-school-35-l-backpack/p/itmde0c8ee3f8e2b?pid=BKPGZMJH4ZQGQFHH&lid=LSTBKPGZMJH4ZQGQFHHJWMJ5Y&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_11&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGZMJH4ZQGQFHH.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGZMJH4ZQGQFHH,LSTBKPGZMJH4ZQGQFHHJWMJ5Y,Bluejay  Large 35 L Laptop Backpack Bag for Men Women | Office/College/School  (Black),₹337
bags for men,1,https://www.flipkart.com/wesley-zeus-unisex-laptop-backpack-office-college-bag-business-bag-30-l-35/p/itm993cd2f49d815?pid=BKPGYEVWNDTYPFZH&lid=LSTBKPGYEVWNDTYPFZHTY59QC&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_12&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGYEVWNDTYPFZH.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGYEVWNDTYPFZH,LSTBKPGYEVWNDTYPFZHTY59QC,WESLEY  Large 35 L Laptop Backpack Zeus Unisex Laptop Backpack Office/College Bag/Business Bag 30 L Laptop Backpack  (Black),₹599
bags for men,1,https://www.flipkart.com/perfect-leather-trendy-college-school-travel-causal-carrying-1680-men-bags-25-l-laptop-backpack/p/itm2b12eb2178dee?pid=BKPG2JEEXKJMBTZC&lid=LSTBKPG2JEEXKJMBTZC3GKAK9&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_13&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPG2JEEXKJMBTZC.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPG2JEEXKJMBTZC,LSTBKPG2JEEXKJMBTZC3GKAK9,perfect leather  Medium 25 L Laptop Backpack Trendy College school Travel Causal carrying 1680 Men Bags  (Grey),₹329
bags for men,1,https://www.flipkart.com/provogue-rain-cover-reflective-strip-35-l-laptop-backpack/p/itm4ac541d4eed26?pid=BKPFXYYQTUSR8QCG&lid=LSTBKPFXYYQTUSR8QCGTUUMEP&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_14&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFXYYQTUSR8QCG.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFXYYQTUSR8QCG,LSTBKPFXYYQTUSR8QCGTUUMEP,PROVOGUE  Large 35 L Laptop Backpack with rain cover and reflective strip  (Blue),₹479
bags for men,1,https://www.flipkart.com/safari-flux-24-l-backpack/p/itm4ae1f7b8539ff?pid=BKPH26DKNHBCNEWF&lid=LSTBKPH26DKNHBCNEWFTGAZNQ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_15&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPH26DKNHBCNEWF.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPH26DKNHBCNEWF,LSTBKPH26DKNHBCNEWFTGAZNQ,SAFARI  Medium 24 L Backpack FLUX  (Blue),₹489
bags for men,1,https://www.flipkart.com/wesley-spartan-unisex-travel-rucksack-hiking-laptop-bag-fits-upto-17-3-inch-raincover-internal-organiser-backpack-college-45-l/p/itmb6c34af309bd7?pid=BKPG4YVYHZVMZUCH&lid=LSTBKPG4YVYHZVMZUCHUJSHDT&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_16&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPG4YVYHZVMZUCH.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPG4YVYHZVMZUCH,LSTBKPG4YVYHZVMZUCHUJSHDT,"WESLEY  Large 45 L Laptop Backpack Spartan Unisex Travel Rucksack hiking laptop bag fits upto 17.3 inch with Raincover and internal organiser backpack Rucksack College bag Laptop Backpack  (Black, Grey)",₹649
bags for men,1,https://www.flipkart.com/wrogn-ashper-unisex-usb-port-rain-cover-40-l-laptop-backpack/p/itm05039299dc32c?pid=BKPGMMHFZSXF4UUM&lid=LSTBKPGMMHFZSXF4UUMO6UR2E&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_17&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGMMHFZSXF4UUM.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGMMHFZSXF4UUM,LSTBKPGMMHFZSXF4UUMO6UR2E,WROGN  Large 40 L Laptop Backpack ASHPER Unisex with USB Port and Rain Cover  (Blue),₹549
bags for men,1,https://www.flipkart.com/provogue-spacy-unisex-rain-cover-reflective-strip-35-l-laptop-backpack/p/itm6cdfc8583f28a?pid=BKPFWHX3ZSZJPGNG&lid=LSTBKPFWHX3ZSZJPGNGBX8JJD&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_18&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFWHX3ZSZJPGNG.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFWHX3ZSZJPGNG,LSTBKPFWHX3ZSZJPGNGBX8JJD,PROVOGUE  Large 35 L Laptop Backpack Spacy unisex with rain cover and reflective strip  (Blue),₹479
bags for men,1,https://www.flipkart.com/safari-daypack-sea-blue-15-l-backpack/p/itma60ac6e0c8314?pid=BKPGZFFFZFCDQFFE&lid=LSTBKPGZFFFZFCDQFFEWAPY2L&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_19&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGZFFFZFCDQFFE.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGZFFFZFCDQFFE,LSTBKPGZFFFZFCDQFFEWAPY2L,SAFARI  Small 15 L Backpack Daypack Sea Blue  (Green),₹249
bags for men,1,https://www.flipkart.com/gear-vintage-2-anti-theft-faux-leather-31-l-laptop-backpack/p/itm87d0af08389fc?pid=BKPHF4MUHTYZE7NN&lid=LSTBKPHF4MUHTYZE7NNGXLDD1&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_20&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPHF4MUHTYZE7NN.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPHF4MUHTYZE7NN,LSTBKPHF4MUHTYZE7NNGXLDD1,Gear  Large 31 L Laptop Backpack Vintage 2 Anti Theft Faux Leather  (Black),₹939
bags for men,1,https://www.flipkart.com/safari-daypack-15-l-backpack/p/itmdbda39ce5cb64?pid=BKPFFFQPRWSGWH3E&lid=LSTBKPFFFQPRWSGWH3EOHX4ZU&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_21&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFFFQPRWSGWH3E.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFFFQPRWSGWH3E,LSTBKPFFFQPRWSGWH3EOHX4ZU,SAFARI  Small 15 L Backpack DAYPACK  (Blue),₹249
bags for men,1,https://www.flipkart.com/gear-vintage-2-leather-without-anti-theft-33-l-laptop-backpack/p/itmc008eaadfd274?pid=BKPGSHNPDBXCQZ49&lid=LSTBKPGSHNPDBXCQZ49K06UNU&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_22&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGSHNPDBXCQZ49.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGSHNPDBXCQZ49,LSTBKPGSHNPDBXCQZ49K06UNU,Gear  Large 33 L Laptop Backpack Vintage 2 Leather without Anti Theft  (Blue),₹679
bags for men,1,https://www.flipkart.com/sbcollection-stylish-4-zipper-compartment-eventually-use-splash-dust-proof-65-l-backpack/p/itmc1a40fc0aaca3?pid=BKPGYCSXY3XGKTZD&lid=LSTBKPGYCSXY3XGKTZDGSMSRL&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_23&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGYCSXY3XGKTZD.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGYCSXY3XGKTZD,LSTBKPGYCSXY3XGKTZDGSMSRL,SBCOLLECTION  Large 65 L Backpack Stylish 4 Zipper Compartment for Eventually Use Splash and Dust Proof  (Grey),₹429
bags for men,1,https://www.flipkart.com/jaisom-small-15-l-classic-backpack-women-s-girls-black/p/itmfb6058ea9c741?pid=BKPHYBYZJZHWMHZN&lid=LSTBKPHYBYZJZHWMHZN9ZAR79&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_24&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPHYBYZJZHWMHZN.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPHYBYZJZHWMHZN,LSTBKPHYBYZJZHWMHZN9ZAR79,JAISOM  Small 15 L Backpack Small 15 L Classic Backpack For Women's & Girls ( Black )  (Black),₹419
bags for men,1,https://www.flipkart.com/gear-classic-leather-without-anti-theft-28-l-laptop-backpack/p/itm819503bd77a13?pid=BKPGSHNGQJSVGGJB&lid=LSTBKPGSHNGQJSVGGJBJ5O3UF&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_25&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGSHNGQJSVGGJB.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGSHNGQJSVGGJB,LSTBKPGSHNGQJSVGGJBJ5O3UF,Gear  Medium 28 L Laptop Backpack Classic Leather without Anti Theft  (Brown),₹679
bags for men,1,https://www.flipkart.com/gear-classic-leather-without-anti-theft-28-l-laptop-backpack/p/itm3fe2cfc729d75?pid=BKPGSHNGJQHKGHWM&lid=LSTBKPGSHNGJQHKGHWMW0DYZT&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_26&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGSHNGJQHKGHWM.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGSHNGJQHKGHWM,LSTBKPGSHNGJQHKGHWMW0DYZT,Gear  Medium 28 L Laptop Backpack Classic Leather without Anti Theft  (Blue),₹679
bags for men,1,https://www.flipkart.com/safari-ashper-pro-35-l-laptop-backpack/p/itme09b2cec2d07a?pid=BKPH3SBHBKYSZUNC&lid=LSTBKPH3SBHBKYSZUNCJA0PGJ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_27&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPH3SBHBKYSZUNC.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPH3SBHBKYSZUNC,LSTBKPH3SBHBKYSZUNCJA0PGJ,SAFARI  Large 35 L Laptop Backpack Ashper Pro  (Blue),₹739
bags for men,1,https://www.flipkart.com/arctic-fox-black-drawstring-bag-15-l-backpack/p/itmc900936430027?pid=BKPFWGJSZU7NWCRH&lid=LSTBKPFWGJSZU7NWCRHURDIP3&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_28&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFWGJSZU7NWCRH.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFWGJSZU7NWCRH,LSTBKPFWGJSZU7NWCRHURDIP3,Arctic Fox  Small 15 L Backpack Black Drawstring Bag  (Black),₹219
bags for men,1,https://www.flipkart.com/monvelli-casual-laptop-backpack-men-women-boys-girls-office-40-l/p/itmba8ce6c039340?pid=BKPH3NSPZK4TUSAR&lid=LSTBKPH3NSPZK4TUSARXYDH1U&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_29&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPH3NSPZK4TUSAR.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPH3NSPZK4TUSAR,LSTBKPH3NSPZK4TUSARXYDH1U,MONVELLI  Large 40 L Laptop Backpack Casual Laptop Backpack for Men Women Boys Girls/Office  (Black),₹488
bags for men,1,https://www.flipkart.com/safari-flux-24-l-backpack/p/itm42717ef89bc8b?pid=BKPH26DKNDT8ZBND&lid=LSTBKPH26DKNDT8ZBNDAAGJAH&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_30&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPH26DKNDT8ZBND.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPH26DKNDT8ZBND,LSTBKPH26DKNDT8ZBNDAAGJAH,SAFARI  Medium 24 L Backpack FLUX  (Black),₹499
bags for men,1,https://www.flipkart.com/mi-step-out-12-liters-water-repellent-backpack-l/p/itm189856be89811?pid=BKPFT348ARGYEKG7&lid=LSTBKPFT348ARGYEKG7WZ7SDJ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_31&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFT348ARGYEKG7.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFT348ARGYEKG7,LSTBKPFT348ARGYEKG7WZ7SDJ,Mi  Small 12 L Backpack Step Out 12 liters Water Repellent Backpack  (Blue),₹249
bags for men,1,https://www.flipkart.com/sky-spirit-backpack-large-50l-outdoor-sport-hiking-travel-bags-blue-50-l/p/itm64f04efa8d7bd?pid=BKPG9Y7XRFNZQYGZ&lid=LSTBKPG9Y7XRFNZQYGZVTYFUH&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_32&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPG9Y7XRFNZQYGZ.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPG9Y7XRFNZQYGZ,LSTBKPG9Y7XRFNZQYGZVTYFUH,sky spirit  Large 50 L Laptop Backpack Backpack large 50L for Outdoor Sport Hiking travel bags (Blue)  (Blue),₹449
bags for men,1,https://www.flipkart.com/provogue-spacy-unisex-rain-cover-reflective-strip-35-l-laptop-backpack/p/itmce53c623d9ebd?pid=BKPFUX5MHPYESGEA&lid=LSTBKPFUX5MHPYESGEAJFLY0Y&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_33&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFUX5MHPYESGEA.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFUX5MHPYESGEA,LSTBKPFUX5MHPYESGEAJFLY0Y,PROVOGUE  Large 35 L Laptop Backpack Spacy unisex with rain cover and reflective strip  (Black),₹479
bags for men,1,https://www.flipkart.com/onego-casual-backpack-22-l-laptop/p/itm0a9abf4f7fcb5?pid=BKPFYPQGCCYAZS6Z&lid=LSTBKPFYPQGCCYAZS6Z9BCRHC&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_34&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFYPQGCCYAZS6Z.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFYPQGCCYAZS6Z,LSTBKPFYPQGCCYAZS6Z9BCRHC,ONEGO  Medium 22 L Backpack Casual Backpack  (Grey),₹389
bags for men,1,https://www.flipkart.com/stoic-daily-use-casual-travel-daypack-1-compartment-16-l-backpack/p/itmf8df728d53ea8?pid=BKPGWCDHVZ6U9SPF&lid=LSTBKPGWCDHVZ6U9SPFTOE1LN&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_35&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGWCDHVZ6U9SPF.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGWCDHVZ6U9SPF,LSTBKPGWCDHVZ6U9SPFTOE1LN,"STOIC  Small 16 L Backpack for daily use, Casual Travel Daypack-1 compartment  (Black)",₹349
bags for men,1,https://www.flipkart.com/provogue-spacy-unisex-bag-rain-cover-reflective-strip-35-l-laptop-backpack/p/itmb780584e1c0a4?pid=BKPFXYYQHADBADMH&lid=LSTBKPFXYYQHADBADMHOQK3C9&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_36&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFXYYQHADBADMH.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFXYYQHADBADMH,LSTBKPFXYYQHADBADMHOQK3C9,PROVOGUE  Large 35 L Laptop Backpack Spacy unisex bag with rain cover and reflective strip  (Grey),₹479
bags for men,1,https://www.flipkart.com/pro-life-poliyester-school-college-multipurpose-20-l-backpack/p/itmfdgqgznjfg6ez?pid=BKPFDGMEWEAUTMEB&lid=LSTBKPFDGMEWEAUTMEBEUBFTL&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_37&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFDGMEWEAUTMEB.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFDGMEWEAUTMEB,LSTBKPFDGMEWEAUTMEBEUBFTL,Pro Life  Small 20 L Backpack Poliyester School College Multipurpose  (Grey),₹395
bags for men,1,https://www.flipkart.com/skybags-brat-21-65-l-backpack/p/itmf61c24e9bf653?pid=BKPGF764GSZMWTFM&lid=LSTBKPGF764GSZMWTFMPOIVVR&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_38&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGF764GSZMWTFM.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGF764GSZMWTFM,LSTBKPGF764GSZMWTFMPOIVVR,SKYBAGS  21.65 L Backpack BRAT  (Green),₹499
bags for men,1,https://www.flipkart.com/bluejay-40l-casual-laptop-backpack-school-college-office-travel-bag-men-women-40-l/p/itm00b26330eed52?pid=BKPGKVBP9GN6MB4K&lid=LSTBKPGKVBP9GN6MB4K5DVVJM&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_39&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPGKVBP9GN6MB4K.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPGKVBP9GN6MB4K,LSTBKPGKVBP9GN6MB4K5DVVJM,Bluejay  Large 40 L Backpack 40L Casual Laptop Backpack School/College/Office/Travel Bag For Men & Women  (Brown),₹334
bags for men,1,https://www.flipkart.com/wildcraft-daredevil-43-l-laptop-backpack/p/itmfejkcgrbkzfcr?pid=BKPFEJKC9EPKBMZG&lid=LSTBKPFEJKC9EPKBMZGTBKM0L&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_1_40&otracker=search&iid=86751566-b039-4aeb-980c-23f2b1d6e2bb.BKPFEJKC9EPKBMZG.SEARCH&ssid=hvhxky1kbk0000001736321841325&qH=684bbff5435a7c2e,BKPFEJKC9EPKBMZG,LSTBKPFEJKC9EPKBMZGTBKM0L,"Wildcraft  Large 43 L Laptop Backpack Daredevil  (Grey, Black)","₹1,169"
bags for men,2,https://www.flipkart.com/skybags-atlas-e-casual-printed-school-bag-girls-boys-23-l-backpack/p/itmc31a06cc290fa?pid=BKPH25GVAHWFBXKD&lid=LSTBKPH25GVAHWFBXKDEUTIIH&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_2_41&otracker=search&fm=organic&iid=b0dcb716-9f82-4af0-90f3-7bb564933918.BKPH25GVAHWFBXKD.SEARCH&ppt=sp&ppn=sp&ssid=no4y8iqha80000001736321843066&qH=684bbff5435a7c2e,BKPH25GVAHWFBXKD,LSTBKPH25GVAHWFBXKDEUTIIH,SKYBAGS  Medium 23 L Backpack Atlas-E Casual Printed School Bag For Girls And Boys  (Orange),₹569
