search_term,page_number,link,pid,lid,title,price
bags for men,4,https://www.flipkart.com/playybags-laptop-college-office-bag-usb-charging-port-ace-35-l-laptop-backpack/p/itm923f37b4865ff?pid=BKPGCXFRZCRQVFJE&lid=LSTBKPGCXFRZCRQVFJEJGJESY&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_150&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPGCXFRZCRQVFJE.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPGCXFRZCRQVFJE,LSTBKPGCXFRZCRQVFJEJGJESY,"PLAYYBAGS  Large 35 L Laptop Backpack Laptop, College, Office Bag With USB Charging Port|Ace  (Black)",₹429
bags for men,4,https://www.flipkart.com/safari-surge-30-l-laptop-backpack/p/itmbd596effa0759?pid=BKPH2FFBXUVKXTYA&lid=LSTBKPH2FFBXUVKXTYA8CM8RZ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_151&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPH2FFBXUVKXTYA.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPH2FFBXUVKXTYA,LSTBKPH2FFBXUVKXTYA8CM8RZ,SAFARI  Medium 30 L Laptop Backpack Surge  (Black),₹699
bags for men,4,https://www.flipkart.com/alina-waterproof-girls-women-stylish-trendy-college-school-college-bag-12-l-backpack/p/itm002c785ff5854?pid=BKPG6GHPUF5HHJTG&lid=LSTBKPG6GHPUF5HHJTG0BZZA3&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_152&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPG6GHPUF5HHJTG.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPG6GHPUF5HHJTG,LSTBKPG6GHPUF5HHJTG0BZZA3,"Alina  Small 12 L Backpack Waterproof Girls & Women Stylish Trendy College, School & College Bag  (Maroon)",₹299
bags for men,4,https://www.flipkart.com/wesley-zeal-hiking-multipurpose-bag-internal-organisers-shoe-compartment-raincover-reflective-strips-padded-laptop-sleeve-fits-upto-17-3-inch-casual-waterproof-laptop-office-school-rucksack-college-business-bag-unisex-travel-backpack-50-l/p/itm992456d5fb7a6?pid=BKPG9WZGPM9AURFQ&lid=LSTBKPG9WZGPM9AURFQFI9VN2&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_153&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPG9WZGPM9AURFQ.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPG9WZGPM9AURFQ,LSTBKPG9WZGPM9AURFQFI9VN2,"WESLEY  Large 50 L Laptop Backpack Zeal Hiking Multipurpose bag with Internal organisers , Shoe Compartment, Raincover, Reflective Strips, Padded laptop sleeve that fits laptop upto 17.3 inch Casual Waterproof Laptop/Office/School/Rucksack/College/Business Bag/Unisex travel backpack  (Blue)",₹848
bags for men,4,https://www.flipkart.com/plexy-medium-waterproof-school-bag-college-bag-30-l-laptop-backpack/p/itma1c00fc6291ec?pid=BKPGC4RVDRHZWGGM&lid=LSTBKPGC4RVDRHZWGGM8FLPEN&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_154&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPGC4RVDRHZWGGM.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPGC4RVDRHZWGGM,LSTBKPGC4RVDRHZWGGM8FLPEN,PLEXY  Medium 30 L Laptop Backpack Medium Waterproof School Bag/College Bag  (Black),₹319
bags for men,4,https://www.flipkart.com/arisu-bag-unisex-casual-waterproof-32-l-backpack/p/itm3c45474ecb7d8?pid=BKPGS8JKWPGCQRPT&lid=LSTBKPGS8JKWPGCQRPT3M20VQ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_155&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPGS8JKWPGCQRPT.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPGS8JKWPGCQRPT,LSTBKPGS8JKWPGCQRPT3M20VQ,ARISU  Large 32 L Laptop Backpack Bag Unisex Casual Waterproof  (Black),₹490
bags for men,4,https://www.flipkart.com/wildcraft-zeal-17-l-backpack/p/itmf7av54ytcanm2?pid=BKPF7AV59CZGJVWP&lid=LSTBKPF7AV59CZGJVWPBFMQ5E&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_156&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPF7AV59CZGJVWP.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPF7AV59CZGJVWP,LSTBKPF7AV59CZGJVWPBFMQ5E,Wildcraft  Small 17 L Backpack Zeal  (Black),₹689
bags for men,4,https://www.flipkart.com/plexy-unisex-water-proof-mountain-rucksackhiking-trekking-camping-bag-70-l-laptop-backpack/p/itm547389132cef7?pid=BKPGCZXUBZXVK5PZ&lid=LSTBKPGCZXUBZXVK5PZNNWL6R&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_157&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPGCZXUBZXVK5PZ.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPGCZXUBZXVK5PZ,LSTBKPGCZXUBZXVK5PZNNWL6R,PLEXY  Large 70 L Laptop Backpack UNISEX Water Proof Mountain RucksackHiking/Trekking/Camping Bag  (Grey),₹444
bags for men,4,https://www.flipkart.com/wrogn-spacy-unisex-fits-upto-16-inches-college-school-bag-55-l-backpack/p/itm9a3a676674592?pid=BKPGTFYBQMHGQ9WZ&lid=LSTBKPGTFYBQMHGQ9WZLLHK8A&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_158&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPGTFYBQMHGQ9WZ.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPGTFYBQMHGQ9WZ,LSTBKPGTFYBQMHGQ9WZLLHK8A,"WROGN  55 L Laptop Backpack Spacy unisex fits upto 16 Inches/college/school bag  (Multicolor, Grey)",₹599
bags for men,4,https://www.flipkart.com/wrogn-usb-charging-port-anti-theft-camouflage-print-backpack-35-l-laptop/p/itm654aa334b6529?pid=BKPGQF5GYQVCKQRK&lid=LSTBKPGQF5GYQVCKQRKSK6HNM&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_159&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPGQF5GYQVCKQRK.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPGQF5GYQVCKQRK,LSTBKPGQF5GYQVCKQRKSK6HNM,"WROGN  Large 35 L Laptop Backpack USB Charging port , anti-theft and camouflage print Backpack  (Green)",₹799
bags for men,4,https://www.flipkart.com/ark-fashion-backpack-women-college-bags-pack-1-20-l-laptop/p/itm0c4aa73dc7b7b?pid=BKPHYUQVUAKZETAS&lid=LSTBKPHYUQVUAKZETASBXV8ZR&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_4_160&otracker=search&fm=organic&iid=9efd6860-3192-477b-be0d-d82e838c7b83.BKPHYUQVUAKZETAS.SEARCH&ppt=sp&ppn=sp&ssid=aqvin67zw00000001736321846426&qH=684bbff5435a7c2e,BKPHYUQVUAKZETAS,LSTBKPHYUQVUAKZETASBXV8ZR,ARK FASHION  Small 20 L Backpack backpack women college bags (pack of 1)  (Black),₹310
bags for men,5,https://www.flipkart.com/puma-school-backpack-v2-22-l/p/itm7fa458c0e6335?pid=BKPGZ5VHDGCDMHHA&lid=LSTBKPGZ5VHDGCDMHHACQQYTB&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_161&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGZ5VHDGCDMHHA.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGZ5VHDGCDMHHA,LSTBKPGZ5VHDGCDMHHACQQYTB,PUMA  Medium 22 L Backpack School Backpack V2  (Black),₹819
bags for men,5,https://www.flipkart.com/gear-aspire-32-l-laptop-backpack/p/itm5299ce5ad7990?pid=BKPHF4KTRVMJXT4S&lid=LSTBKPHF4KTRVMJXT4SIFH2XR&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_162&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPHF4KTRVMJXT4S.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPHF4KTRVMJXT4S,LSTBKPHF4KTRVMJXT4SIFH2XR,Gear  Large 32 L Laptop Backpack Aspire  (Brown),₹939
bags for men,5,https://www.flipkart.com/evolic-small-20-l-backpack-stylish-cute-girl/p/itm3243fd8c2cd87?pid=BKPGQG6XMZZZKBZH&lid=LSTBKPGQG6XMZZZKBZH0W4OQY&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_163&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGQG6XMZZZKBZH.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGQG6XMZZZKBZH,LSTBKPGQG6XMZZZKBZH0W4OQY,EVOLIC  Small 20 L Backpack Small 20 L Backpack Stylish Cute Backpack For Girl  (Blue),₹279
bags for men,5,https://www.flipkart.com/wrogn-frontier-unisex-bag-rain-cover-office-school-college-businessa-40-l-backpack/p/itm771a81effd4fa?pid=BKPGWJ79NAZGBB6V&lid=LSTBKPGWJ79NAZGBB6VO6DII9&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_164&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGWJ79NAZGBB6V.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGWJ79NAZGBB6V,LSTBKPGWJ79NAZGBB6VO6DII9,WROGN  Large 40 L Laptop Backpack Frontier Unisex Bag with rain cover Office/School/College/BusinessA  (Black),₹839
bags for men,5,https://www.flipkart.com/gear-eco-4-backpack-19-l/p/itmf3uhzyhaw68ag?pid=BKPETY66VBVCZFSK&lid=LSTBKPETY66VBVCZFSKLJB1DJ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_165&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPETY66VBVCZFSK.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPETY66VBVCZFSK,LSTBKPETY66VBVCZFSKLJB1DJ,Gear  Small 19 L Backpack ECO 4 BACKPACK  (Black),₹365
bags for men,5,https://www.flipkart.com/wrogn-sqaurish-pataches-laptop-bagpack-35-l-backpack/p/itmc56fc38c6ab89?pid=BKPGPCH2Y2C5VQFC&lid=LSTBKPGPCH2Y2C5VQFC5GSBRS&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_166&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGPCH2Y2C5VQFC.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGPCH2Y2C5VQFC,LSTBKPGPCH2Y2C5VQFC5GSBRS,WROGN  Large 35 L Laptop Backpack SQAURISH PATACHES LAPTOP BAGPACK  (Green),₹499
bags for men,5,https://www.flipkart.com/hp-dynamic-school-collage-office-laptop-waterproof-backpack-28-l-trolley/p/itm050a4a6f56d28?pid=BKPH6SY4ZRACPW6T&lid=LSTBKPH6SY4ZRACPW6T08XRLN&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_167&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPH6SY4ZRACPW6T.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPH6SY4ZRACPW6T,LSTBKPH6SY4ZRACPW6T08XRLN,HP  Medium 28 L Laptop Backpack Dynamic School Collage Office Laptop Waterproof Backpack  (Black),₹689
bags for men,5,https://www.flipkart.com/provogue-jersey-45-l-laptop-backpack/p/itmb512fed974913?pid=BKPFVEMGAHY7G3PH&lid=LSTBKPFVEMGAHY7G3PHQLODDK&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_168&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPFVEMGAHY7G3PH.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPFVEMGAHY7G3PH,LSTBKPFVEMGAHY7G3PHQLODDK,PROVOGUE  Large 45 L Laptop Backpack JERSEY  (Blue),₹699
bags for men,5,https://www.flipkart.com/jaisom-small-15l-black-backpack-college-trending-bag-girls-15-l/p/itmfff694be70ea6?pid=BKPH4YUJM7GZEQTR&lid=LSTBKPH4YUJM7GZEQTRMGLFGM&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_169&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPH4YUJM7GZEQTR.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPH4YUJM7GZEQTR,LSTBKPH4YUJM7GZEQTRMGLFGM,JAISOM  Small 15 L Backpack Small 15L Black Backpack For College Trending Bag For Girls  (Black),₹474
bags for men,5,https://www.flipkart.com/markway-medium-backpack-daypack-small-bags-daily-use-library-office-outdoor-bag-22-l/p/itmd4feb5021d84e?pid=BKPH3YWJHU5TQHSW&lid=LSTBKPH3YWJHU5TQHSWK7XPIZ&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_170&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPH3YWJHU5TQHSW.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPH3YWJHU5TQHSW,LSTBKPH3YWJHU5TQHSWK7XPIZ,markway  Medium 22 L Backpack Medium Backpack DAYPACK Small Bags Backpack daily use library office outdoor BAG  (Grey),₹265
bags for men,5,https://www.flipkart.com/provogue-spacy-freeride-unisex-bag-rain-cover-office-school-college-businesse-41-5l-41-5-l-backpack/p/itm4d00725ab191b?pid=BKPGG8HDYFNTZ5GY&lid=LSTBKPGG8HDYFNTZ5GYBXX1G3&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_171&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGG8HDYFNTZ5GY.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGG8HDYFNTZ5GY,LSTBKPGG8HDYFNTZ5GYBXX1G3,PROVOGUE  41.5 L Laptop Backpack Spacy Freeride Unisex Bag with rain cover Office/School/College/BusinessE-41.5L  (Multicolor),₹699
bags for men,5,https://www.flipkart.com/roadster-medium-daypack-23-l-backpack/p/itmf7652e17b1642?pid=BKPGXRKWGAZWCZXD&lid=LSTBKPGXRKWGAZWCZXDEAH3YX&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_172&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGXRKWGAZWCZXD.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGXRKWGAZWCZXD,LSTBKPGXRKWGAZWCZXDEAH3YX,"Roadster  Medium 23 L Laptop Backpack Medium Daypack  (Green, Black)",₹526
bags for men,5,https://www.flipkart.com/puma-phase-small-backpack-13-l-laptop/p/itma8a219f7c1f83?pid=BKPHYG8KEYGRTJWH&lid=LSTBKPHYG8KEYGRTJWHBXKJKA&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_173&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPHYG8KEYGRTJWH.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPHYG8KEYGRTJWH,LSTBKPHYG8KEYGRTJWHBXKJKA,PUMA  Small 13 L Laptop Backpack Phase Small Backpack  (Black),₹799
bags for men,5,https://www.flipkart.com/bluejay-40l-casual-laptop-backpack-school-college-office-travel-bag-men-women-40-l/p/itm778ec67506840?pid=BKPGKVBPMK5KNWGE&lid=LSTBKPGKVBPMK5KNWGERRU6TW&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_174&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGKVBPMK5KNWGE.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGKVBPMK5KNWGE,LSTBKPGKVBPMK5KNWGERRU6TW,Bluejay  Large 40 L Backpack 40L Casual Laptop Backpack School/College/Office/Travel Bag For Men & Women  (Grey),₹342
bags for men,5,https://www.flipkart.com/monvelli-casual-laptop-backpack-men-women-boys-girls-office-35-l/p/itmbc6d0d440bfe6?pid=BKPGVQ64TB7W9YZB&lid=LSTBKPGVQ64TB7W9YZBPGCKYS&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_175&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGVQ64TB7W9YZB.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGVQ64TB7W9YZB,LSTBKPGVQ64TB7W9YZBPGCKYS,MONVELLI  Large 35 L Laptop Backpack Casual Laptop Backpack for Men Women Boys Girls/Office  (Grey),₹324
bags for men,5,https://www.flipkart.com/hrx-hrithik-roshan-laptop-backpack-41-l/p/itm9d3681a862046?pid=BKPH4N5WPMZSZUWZ&lid=LSTBKPH4N5WPMZSZUWZZDYDDN&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_176&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPH4N5WPMZSZUWZ.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPH4N5WPMZSZUWZ,LSTBKPH4N5WPMZSZUWZZDYDDN,HRX by Hrithik Roshan  Large 41 L Laptop Backpack Laptop Backpack  (Grey),₹999
bags for men,5,https://www.flipkart.com/bagaddict-laptop-backpack-1001-unisex-usb-port-rain-cover-40-l/p/itma56030194ab6c?pid=BKPGZFEHM6U4QG6J&lid=LSTBKPGZFEHM6U4QG6J47INDR&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_177&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGZFEHM6U4QG6J.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGZFEHM6U4QG6J,LSTBKPGZFEHM6U4QG6J47INDR,BAGADDICT  Large 40 L Laptop Backpack Laptop Backpack 1001 Unisex With USB Port And Rain Cover  (Grey),₹499
bags for men,5,https://www.flipkart.com/gear-classic-anti-theft-faux-leather-20-l-laptop-backpack/p/itmfb5ma3rgshf2z?pid=BKPFB5MAJWRBBJP3&lid=LSTBKPFB5MAJWRBBJP3WQWIPL&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_178&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPFB5MAJWRBBJP3.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPFB5MAJWRBBJP3,LSTBKPFB5MAJWRBBJP3WQWIPL,"Gear  Small 20 L Laptop Backpack CLASSIC ANTI THEFT FAUX LEATHER  (Tan, Black)",₹719
bags for men,5,https://www.flipkart.com/holme-s-laptop-backpack-boys-girls-college-bags-top-selling-product-45-l/p/itmbb9186bce14d2?pid=BKPHY9QVRRGJWTY6&lid=LSTBKPHY9QVRRGJWTY6SUAHLH&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_179&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPHY9QVRRGJWTY6.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPHY9QVRRGJWTY6,LSTBKPHY9QVRRGJWTY6SUAHLH,"HOLME'S  Large 45 L Laptop Backpack Laptop Backpack For Boys/Girls College Bags Top Selling Product  (Blue, Grey)",₹279
bags for men,5,https://www.flipkart.com/american-tourister-ron-28-l-laptop-backpack/p/itmda7b69fa38e4b?pid=LTBGPWDFMEZ2PNF7&lid=LSTLTBGPWDFMEZ2PNF7WM886D&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_180&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.LTBGPWDFMEZ2PNF7.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,LTBGPWDFMEZ2PNF7,LSTLTBGPWDFMEZ2PNF7WM886D,AMERICAN TOURISTER  Medium 28 L Laptop Backpack Ron  (Black),"₹1,799"
bags for men,5,https://www.flipkart.com/ashcrafzee-attractive-women-s-traveling-backpack-10-l/p/itm6bb44031ff91d?pid=BKPGV7ABUUGYR6CJ&lid=LSTBKPGV7ABUUGYR6CJNTACLM&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_181&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGV7ABUUGYR6CJ.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGV7ABUUGYR6CJ,LSTBKPGV7ABUUGYR6CJNTACLM,AshCrafzee  Small 10 L Backpack Attractive Women's Traveling Backpack  (Pink),₹470
bags for men,5,https://www.flipkart.com/luzian-trendy-unisex-28-l-laptop-backpack/p/itm9c1fdeb989857?pid=BKPGA6UWGGJ2U49V&lid=LSTBKPGA6UWGGJ2U49VFJ8YIU&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_182&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGA6UWGGJ2U49V.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGA6UWGGJ2U49V,LSTBKPGA6UWGGJ2U49VFJ8YIU,"Luzian  Medium 28 L Laptop Backpack Trendy unisex  (Brown, Black)",₹440
bags for men,5,https://www.flipkart.com/houseofcommon-business-compact-22-l-laptop-backpack/p/itmf97627629ef0a?pid=BKPH6BA5YGHR5X4G&lid=LSTBKPH6BA5YGHR5X4GAVFPXS&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_183&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPH6BA5YGHR5X4G.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPH6BA5YGHR5X4G,LSTBKPH6BA5YGHR5X4GAVFPXS,HouseOfCommon  Medium 22 L Laptop Backpack Business compact  (Black),₹449
bags for men,5,https://www.flipkart.com/hinex-bags-35-l-school-bag-men-backpack-laptop/p/itm1351c2b177ae1?pid=BKPH695GEBJVXWYD&lid=LSTBKPH695GEBJVXWYDEMYSUB&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_184&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPH695GEBJVXWYD.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPH695GEBJVXWYD,LSTBKPH695GEBJVXWYDEMYSUB,HINEX BAGS  Large 35 L Laptop Backpack 35 L SCHOOL BAG MEN BACKPACK LAPTOP BAG  (Blue),₹406
bags for men,5,https://www.flipkart.com/anthub-laptop-backpack-1025-khadi-textured-25-l/p/itm8f59c47299bf1?pid=BKPGZ94GRFSHANMK&lid=LSTBKPGZ94GRFSHANMKSIQC2E&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_185&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGZ94GRFSHANMK.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGZ94GRFSHANMK,LSTBKPGZ94GRFSHANMKSIQC2E,"ANTHUB  Medium 25 L Laptop Backpack Laptop Backpack 1025 Khadi Textured  (Maroon, Grey)",₹300
bags for men,5,https://www.flipkart.com/woozy-premium-shool-college-office-backpack-30-l-laptop/p/itmc2cc4c90262ac?pid=BKPH47FYDZFFGC3J&lid=LSTBKPH47FYDZFFGC3JSJRIQE&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_186&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPH47FYDZFFGC3J.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPH47FYDZFFGC3J,LSTBKPH47FYDZFFGC3JSJRIQE,Woozy  Medium 30 L Laptop Backpack Premium Shool College Office Backpack  (Grey),₹552
bags for men,5,https://www.flipkart.com/wesley-spartan-unisex-travel-rucksack-hiking-bag-raincover-internal-organiser-45-l-laptop-backpack/p/itm63bde07a2a596?pid=BKPGQ546CZDRR8ZM&lid=LSTBKPGQ546CZDRR8ZMDYWINU&marketplace=FLIPKART&q=bags+for+men&store=search.flipkart.com&srno=s_5_187&otracker=search&fm=organic&iid=c4921e08-4f0e-47c2-8270-ef0153791ba2.BKPGQ546CZDRR8ZM.SEARCH&ppt=sp&ppn=sp&ssid=peqaj3a6740000001736321847832&qH=684bbff5435a7c2e,BKPGQ546CZDRR8ZM,LSTBKPGQ546CZDRR8ZMDYWINU,WESLEY  Large 45 L Laptop Backpack Spartan Unisex Travel Rucksack hiking bag with Raincover & internal organiser  (Black),₹666
