search_term,page_number,link,pid,lid,title,price,color_type,size_type
shoes for men,1,https://www.flipkart.com/hrx-hrithik-roshan-hrx-047-03-walking-shoes-men/p/itme7531d96e28cf?pid=SHOGPW9HDSXTBZZA&lid=LSTSHOGPW9HDSXTBZZA0XAHVK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_4&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOGPW9HDSXTBZZA.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOGPW9HDSXTBZZA,LSTSHOGPW9HDSXTBZZA0XAHVK,"HRX by Hrithik Roshan  HRX-047 03 Walking Shoes For Men  (Grey , 10)","₹1,560",N/A,https://www.flipkart.com/hrx-hrithik-roshan-hrx-047-03-walking-shoes-men/p/itme7531d96e28cf?pid=SHOGPW9HZUJAKGYX&lid=LSTSHOGPW9HZUJAKGYXCTRZTN&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/24era-premium-quality-running-shoes-casuals-men/p/itme03e53a6e63eb?pid=SHOH7Z7ZXEGJKWEE&lid=LSTSHOH7Z7ZXEGJKWEEUVQ4KL&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_5&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7Z7ZXEGJKWEE.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7Z7ZXEGJKWEE,LSTSHOH7Z7ZXEGJKWEEUVQ4KL,"24era  Premium Quality Running Shoes Casuals For Men Casuals For Men  (White , 10)","₹1,499",N/A,https://www.flipkart.com/24era-premium-quality-running-shoes-casuals-men/p/itme03e53a6e63eb?pid=SHOH7Z7ZXEGJKWEE&lid=LSTSHOH7Z7ZXEGJKWEEUVQ4KL&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/azora-elite-mojaris-men/p/itmf1beae4f2de38?pid=SHOH7Z9HZZQABKNG&lid=LSTSHOH7Z9HZZQABKNGFYA0GP&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_6&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7Z9HZZQABKNG.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7Z9HZZQABKNG,LSTSHOH7Z9HZZQABKNGFYA0GP,"AZORA  ELITE Mojaris For Men  (Blue , 6)",₹445,N/A,https://www.flipkart.com/azora-elite-mojaris-men/p/itmf1beae4f2de38?pid=SHOH7Z9HZZQABKNG&lid=LSTSHOH7Z9HZZQABKNGFYA0GP&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YA4G9H5QETK&lid=LSTSHOH8YA4G9H5QETKVEPCFK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_7&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH8YA4G9H5QETK.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH8YA4G9H5QETK,LSTSHOH8YA4G9H5QETKVEPCFK,"Lakhani Vardaan  Jogging, Walking Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men  (Black, Blue , 9)","₹1,699",https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YA4G9H5QETK&lid=LSTSHOH8YA4G9H5QETKVEPCFK&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&st=color,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH7ZBZZYQFPZWX&lid=LSTSHOH7ZBZZYQFPZWXGWYDYE&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YA4G9H5QETK&lid=LSTSHOH8YA4G9H5QETKVEPCFK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_7&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH8YA4G9H5QETK.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH8YA4G9H5QETK,LSTSHOH8YA4G9H5QETKVEPCFK,"Lakhani Vardaan  Jogging, Walking Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men  (Black, Blue , 9)","₹1,699",https://www.flipkart.com/lakhani-vardaan-soft-cushioned-insole-slip-resistance-hiking-trekking-running-shoes-men/p/itmc8d10ce07d74c?pid=SHOH8YMDFDGVPTHQ&lid=LSTSHOH8YMDFDGVPTHQ690RRB&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&st=color,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH7ZZDGXYQDDKR&lid=LSTSHOH7ZZDGXYQDDKRP2DRKW&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YA4G9H5QETK&lid=LSTSHOH8YA4G9H5QETKVEPCFK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_7&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH8YA4G9H5QETK.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH8YA4G9H5QETK,LSTSHOH8YA4G9H5QETKVEPCFK,"Lakhani Vardaan  Jogging, Walking Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men  (Black, Blue , 9)","₹1,699",https://www.flipkart.com/lakhani-vardaan-pace-running-shoes-men/p/itm842c3a451c771?pid=SHOGNGKE5UKJB3JG&lid=LSTSHOGNGKE5UKJB3JGJ6MYFT&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&st=color,https://www.flipkart.com/lakhani-vardaan-soft-cushioned-insole-slip-resistance-hiking-trekking-running-shoes-men/p/itmc8d10ce07d74c?pid=SHOH8FZFPG7NVDYF&lid=LSTSHOH8FZFPG7NVDYF2F8A2N&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YA4G9H5QETK&lid=LSTSHOH8YA4G9H5QETKVEPCFK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_7&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH8YA4G9H5QETK.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH8YA4G9H5QETK,LSTSHOH8YA4G9H5QETKVEPCFK,"Lakhani Vardaan  Jogging, Walking Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men  (Black, Blue , 9)","₹1,699",N/A,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YA4G9H5QETK&lid=LSTSHOH8YA4G9H5QETKVEPCFK&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YA4G9H5QETK&lid=LSTSHOH8YA4G9H5QETKVEPCFK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_7&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH8YA4G9H5QETK.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH8YA4G9H5QETK,LSTSHOH8YA4G9H5QETKVEPCFK,"Lakhani Vardaan  Jogging, Walking Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men  (Black, Blue , 9)","₹1,699",N/A,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YA9HGEJXFAC&lid=LSTSHOH8YA9HGEJXFACOJPETM&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YA4G9H5QETK&lid=LSTSHOH8YA4G9H5QETKVEPCFK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_7&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH8YA4G9H5QETK.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH8YA4G9H5QETK,LSTSHOH8YA4G9H5QETKVEPCFK,"Lakhani Vardaan  Jogging, Walking Shoes For Men|| Soft Cushioned Insole, Slip-Resistance Running Shoes For Men  (Black, Blue , 9)","₹1,699",N/A,https://www.flipkart.com/lakhani-vardaan-jogging-walking-shoes-men-soft-cushioned-insole-slip-resistance-running-men/p/itm6f65648f62b99?pid=SHOH8YACDAPRHWDX&lid=LSTSHOH8YACDAPRHWDXNV70RO&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHYWZ8KDNF&lid=LSTSHOGXTXHYWZ8KDNF57NVDM&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_8&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOGXTXHYWZ8KDNF.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOGXTXHYWZ8KDNF,LSTSHOGXTXHYWZ8KDNF57NVDM,"kardam&sons  kardam&sons luxury fashionable Stylish Light Weight Sneakers white Sneakers For Men  (White , 7)",₹629,N/A,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHMJZHMGNE&lid=LSTSHOGXTXHMJZHMGNEBNOIIH&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHYWZ8KDNF&lid=LSTSHOGXTXHYWZ8KDNF57NVDM&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_8&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOGXTXHYWZ8KDNF.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOGXTXHYWZ8KDNF,LSTSHOGXTXHYWZ8KDNF57NVDM,"kardam&sons  kardam&sons luxury fashionable Stylish Light Weight Sneakers white Sneakers For Men  (White , 7)",₹629,N/A,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHYWZ8KDNF&lid=LSTSHOGXTXHYWZ8KDNF57NVDM&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHYWZ8KDNF&lid=LSTSHOGXTXHYWZ8KDNF57NVDM&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_8&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOGXTXHYWZ8KDNF.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOGXTXHYWZ8KDNF,LSTSHOGXTXHYWZ8KDNF57NVDM,"kardam&sons  kardam&sons luxury fashionable Stylish Light Weight Sneakers white Sneakers For Men  (White , 7)",₹629,N/A,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHCJ3GNN2R&lid=LSTSHOGXTXHCJ3GNN2RKTSUCT&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHYWZ8KDNF&lid=LSTSHOGXTXHYWZ8KDNF57NVDM&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_8&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOGXTXHYWZ8KDNF.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOGXTXHYWZ8KDNF,LSTSHOGXTXHYWZ8KDNF57NVDM,"kardam&sons  kardam&sons luxury fashionable Stylish Light Weight Sneakers white Sneakers For Men  (White , 7)",₹629,N/A,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHCGZW2QWV&lid=LSTSHOGXTXHCGZW2QWVXJDYOT&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHYWZ8KDNF&lid=LSTSHOGXTXHYWZ8KDNF57NVDM&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_8&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOGXTXHYWZ8KDNF.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOGXTXHYWZ8KDNF,LSTSHOGXTXHYWZ8KDNF57NVDM,"kardam&sons  kardam&sons luxury fashionable Stylish Light Weight Sneakers white Sneakers For Men  (White , 7)",₹629,N/A,https://www.flipkart.com/kardam-sons-luxury-fashionable-stylish-light-weight-sneakers-white-men/p/itmed2a41f889880?pid=SHOGXTXHWG7YFV4Q&lid=LSTSHOGXTXHWG7YFV4QS1QG9C&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/xhugoy-new-1007-xy-bk-6-boots-men/p/itm3bc79bd7dc62e?pid=SHOH7X5URDQ3VDCZ&lid=LSTSHOH7X5URDQ3VDCZRYFOEU&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_9&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7X5URDQ3VDCZ.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7X5URDQ3VDCZ,LSTSHOH7X5URDQ3VDCZRYFOEU,"XHUGOY  New 1007-XY-BK-6 Boots For Men  (Black , 6)","₹2,599",N/A,https://www.flipkart.com/xhugoy-new-1007-xy-bk-6-boots-men/p/itm3bc79bd7dc62e?pid=SHOH7X5URDQ3VDCZ&lid=LSTSHOH7X5URDQ3VDCZRYFOEU&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQHNEBGXXX&lid=LSTSHOH7ZHQHNEBGXXX53XXQV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7ZHQHNEBGXXX.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7ZHQHNEBGXXX,LSTSHOH7ZHQHNEBGXXX53XXQV,"Z Blue  IMP Premium Gym,Sports,Training,Stylish With Extra Comfort Running Sneakers For Men  (Black , 8.5)","₹2,199",https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itmf7365bd944161?pid=SHOH7ZHQM77AMGE6&lid=LSTSHOH7ZHQM77AMGE6NRDRJ7&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&st=color,https://www.flipkart.com/z-blue-zoomx-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQSGUKDRHK&lid=LSTSHOH7ZHQSGUKDRHKWBSVSR&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQHNEBGXXX&lid=LSTSHOH7ZHQHNEBGXXX53XXQV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7ZHQHNEBGXXX.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7ZHQHNEBGXXX,LSTSHOH7ZHQHNEBGXXX53XXQV,"Z Blue  IMP Premium Gym,Sports,Training,Stylish With Extra Comfort Running Sneakers For Men  (Black , 8.5)","₹2,199",https://www.flipkart.com/z-blue-zoomx-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71755661d14b6?pid=SHOH7ZHQXXCSHJHP&lid=LSTSHOH7ZHQXXCSHJHPIK7ML4&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&st=color,https://www.flipkart.com/z-blue-zoomx-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQFYGJJCX4&lid=LSTSHOH7ZHQFYGJJCX4KL5CYA&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQHNEBGXXX&lid=LSTSHOH7ZHQHNEBGXXX53XXQV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7ZHQHNEBGXXX.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7ZHQHNEBGXXX,LSTSHOH7ZHQHNEBGXXX53XXQV,"Z Blue  IMP Premium Gym,Sports,Training,Stylish With Extra Comfort Running Sneakers For Men  (Black , 8.5)","₹2,199",https://www.flipkart.com/z-blue-zoomx-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itmf36bb8b8620df?pid=SHOH7ZHQ8GXZM9UT&lid=LSTSHOH7ZHQ8GXZM9UT7ZUWER&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&st=color,https://www.flipkart.com/z-blue-zoomx-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQG2AH4HSB&lid=LSTSHOH7ZHQG2AH4HSBQX1BBP&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQHNEBGXXX&lid=LSTSHOH7ZHQHNEBGXXX53XXQV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7ZHQHNEBGXXX.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7ZHQHNEBGXXX,LSTSHOH7ZHQHNEBGXXX53XXQV,"Z Blue  IMP Premium Gym,Sports,Training,Stylish With Extra Comfort Running Sneakers For Men  (Black , 8.5)","₹2,199",https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQHNEBGXXX&lid=LSTSHOH7ZHQHNEBGXXX53XXQV&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&st=color,https://www.flipkart.com/z-blue-zoomx-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQSHCZS3BJ&lid=LSTSHOH7ZHQSHCZS3BJMC9WIZ&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQHNEBGXXX&lid=LSTSHOH7ZHQHNEBGXXX53XXQV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7ZHQHNEBGXXX.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7ZHQHNEBGXXX,LSTSHOH7ZHQHNEBGXXX53XXQV,"Z Blue  IMP Premium Gym,Sports,Training,Stylish With Extra Comfort Running Sneakers For Men  (Black , 8.5)","₹2,199",N/A,https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQHNEBGXXX&lid=LSTSHOH7ZHQHNEBGXXX53XXQV&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQHNEBGXXX&lid=LSTSHOH7ZHQHNEBGXXX53XXQV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7ZHQHNEBGXXX.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7ZHQHNEBGXXX,LSTSHOH7ZHQHNEBGXXX53XXQV,"Z Blue  IMP Premium Gym,Sports,Training,Stylish With Extra Comfort Running Sneakers For Men  (Black , 8.5)","₹2,199",N/A,https://www.flipkart.com/z-blue-zoomx-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQ2K78YJBU&lid=LSTSHOH7ZHQ2K78YJBUKQH8CG&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
shoes for men,1,https://www.flipkart.com/z-blue-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQHNEBGXXX&lid=LSTSHOH7ZHQHNEBGXXX53XXQV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=d7d6146a-7a6f-47df-8fff-850d85112dfb.SHOH7ZHQHNEBGXXX.SEARCH&ssid=9xfjmi2x340000001736325186823&qH=9b802224ae37096b,SHOH7ZHQHNEBGXXX,LSTSHOH7ZHQHNEBGXXX53XXQV,"Z Blue  IMP Premium Gym,Sports,Training,Stylish With Extra Comfort Running Sneakers For Men  (Black , 8.5)","₹2,199",N/A,https://www.flipkart.com/z-blue-zoomx-imp-premium-gym-sports-training-stylish-extra-comfort-running-sneakers-men/p/itm71984ce9126cc?pid=SHOH7ZHQAHFWGPS7&lid=LSTSHOH7ZHQAHFWGPS7MJJRXX&marketplace=FLIPKART&q=shoes%20for%20men&sattr[]=color&sattr[]=size&st=size
