page_number,link
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itmad37ba617e197?pid=SHOH7YMG7G4N6ZZK&lid=LSTSHOH7YMG7G4N6ZZKEEGPXF&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_8&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YMG7G4N6ZZK.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itmad37ba617e197?pid=SHOH7YMG7G4N6ZZK&lid=LSTSHOH7YMG7G4N6ZZKEEGPXF&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_8&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YMG7G4N6ZZK.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/bacca-bucci-neo-comfy-mid-top-sneakers-men/p/itmc892f026e57dd?pid=SHOGAYS6ATWQEG6X&lid=LSTSHOGAYS6ATWQEG6XSD8K2F&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_9&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOGAYS6ATWQEG6X.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/bacca-bucci-neo-comfy-mid-top-sneakers-men/p/itmc892f026e57dd?pid=SHOGAYS6ATWQEG6X&lid=LSTSHOGAYS6ATWQEG6XSD8K2F&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_9&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOGAYS6ATWQEG6X.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/bacca-bucci-neo-comfy-mid-top-sneakers-men/p/itmc892f026e57dd?pid=SHOGAYS6ATWQEG6X&lid=LSTSHOGAYS6ATWQEG6XSD8K2F&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_9&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOGAYS6ATWQEG6X.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itm12e411cb980f0?pid=SHOH7YJPQDFDPYHZ&lid=LSTSHOH7YJPQDFDPYHZEURATV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YJPQDFDPYHZ.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itm12e411cb980f0?pid=SHOH7YJPQDFDPYHZ&lid=LSTSHOH7YJPQDFDPYHZEURATV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YJPQDFDPYHZ.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itm12e411cb980f0?pid=SHOH7YJPQDFDPYHZ&lid=LSTSHOH7YJPQDFDPYHZEURATV&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_10&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YJPQDFDPYHZ.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itmc95e3a17ea66f?pid=SHOH7YJPGGFXVN7B&lid=LSTSHOH7YJPGGFXVN7BRQF15H&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_11&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YJPGGFXVN7B.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itmc95e3a17ea66f?pid=SHOH7YJPGGFXVN7B&lid=LSTSHOH7YJPGGFXVN7BRQF15H&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_11&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YJPGGFXVN7B.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/nizaro-zardi0-sneakers-men/p/itmc95e3a17ea66f?pid=SHOH7YJPGGFXVN7B&lid=LSTSHOH7YJPGGFXVN7BRQF15H&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_11&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7YJPGGFXVN7B.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/vrachi-mountain-casual-fashion-mid-top-lace-up-anti-skid-waterproof-comfort-outdoors-hiking-trekking-shoes-men/p/itm0e2544fd6da32?pid=SHOH4XG4RGJZJGYC&lid=LSTSHOH4XG4RGJZJGYCI3IFAK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_12&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH4XG4RGJZJGYC.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/vrachi-mountain-casual-fashion-mid-top-lace-up-anti-skid-waterproof-comfort-outdoors-hiking-trekking-shoes-men/p/itm0e2544fd6da32?pid=SHOH4XG4RGJZJGYC&lid=LSTSHOH4XG4RGJZJGYCI3IFAK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_12&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH4XG4RGJZJGYC.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/vrachi-mountain-casual-fashion-mid-top-lace-up-anti-skid-waterproof-comfort-outdoors-hiking-trekking-shoes-men/p/itm0e2544fd6da32?pid=SHOH4XG4RGJZJGYC&lid=LSTSHOH4XG4RGJZJGYCI3IFAK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_12&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH4XG4RGJZJGYC.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/24era-premium-quality-running-shoes-casuals-men/p/itm1055be8885a10?pid=SHOH7ZAHTKKNZG9K&lid=LSTSHOH7ZAHTKKNZG9KXOUCBK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_13&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7ZAHTKKNZG9K.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/24era-premium-quality-running-shoes-casuals-men/p/itm1055be8885a10?pid=SHOH7ZAHTKKNZG9K&lid=LSTSHOH7ZAHTKKNZG9KXOUCBK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_13&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7ZAHTKKNZG9K.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/24era-premium-quality-running-shoes-casuals-men/p/itm1055be8885a10?pid=SHOH7ZAHTKKNZG9K&lid=LSTSHOH7ZAHTKKNZG9KXOUCBK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_13&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7ZAHTKKNZG9K.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/onmac-enterprises-running-shoes-men-sports/p/itme5b1ef8bde66f?pid=SHOH7ZWTRSHXEXQW&lid=LSTSHOH7ZWTRSHXEXQWXP6LMO&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_14&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7ZWTRSHXEXQW.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/onmac-enterprises-running-shoes-men-sports/p/itme5b1ef8bde66f?pid=SHOH7ZWTRSHXEXQW&lid=LSTSHOH7ZWTRSHXEXQWXP6LMO&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_14&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7ZWTRSHXEXQW.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/onmac-enterprises-running-shoes-men-sports/p/itme5b1ef8bde66f?pid=SHOH7ZWTRSHXEXQW&lid=LSTSHOH7ZWTRSHXEXQWXP6LMO&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_14&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7ZWTRSHXEXQW.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/onmac-enterprises-running-shoes-men-sports/p/itmd51e1fb01773c?pid=SHOH7ZWTXMJZHB2G&lid=LSTSHOH7ZWTXMJZHB2GKFNGFK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_15&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7ZWTXMJZHB2G.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/onmac-enterprises-running-shoes-men-sports/p/itmd51e1fb01773c?pid=SHOH7ZWTXMJZHB2G&lid=LSTSHOH7ZWTXMJZHB2GKFNGFK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_15&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7ZWTXMJZHB2G.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/onmac-enterprises-running-shoes-men-sports/p/itmd51e1fb01773c?pid=SHOH7ZWTXMJZHB2G&lid=LSTSHOH7ZWTXMJZHB2GKFNGFK&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_15&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH7ZWTXMJZHB2G.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/berkins-sneakers-men/p/itm00a03617e7c53?pid=SHOH79PRPHAQ7NF8&lid=LSTSHOH79PRPHAQ7NF8O6VE22&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_16&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH79PRPHAQ7NF8.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
1,https://www.flipkart.com/berkins-sneakers-men/p/itm00a03617e7c53?pid=SHOH79PRPHAQ7NF8&lid=LSTSHOH79PRPHAQ7NF8O6VE22&marketplace=FLIPKART&q=shoes+for+men&store=osp%2Fcil&srno=s_1_16&otracker=search&iid=a3e29154-8421-45ef-b8da-500d4118c9ca.SHOH79PRPHAQ7NF8.SEARCH&ssid=flohi47gao0000001736243856524&qH=9b802224ae37096b
